time,pgd
2025-05-26 05:12:00,7.307286858773426e-08
2025-05-26 17:12:00,5.7230810656258486e-08
2025-05-26 17:22:00,1.9166310923997673e-08
2025-05-27 04:40:00,3.954946770208114e-08
2025-05-27 10:14:00,1.6075510754925768e-08
2025-05-27 10:16:00,4.5065285520552464e-08
2025-05-27 20:38:00,8.027551099572781e-08
2025-05-28 00:10:00,6.974627827644405e-08
2025-05-28 04:38:00,1.0224707159520745e-07
2025-05-28 05:58:00,3.56322940410077e-08
2025-05-28 05:59:00,3.4361320175357964e-08
2025-05-28 06:25:00,1.674098675884302e-08
2025-05-28 06:59:00,3.575637383917438e-08
2025-05-28 07:47:00,1.935744881794269e-08
2025-05-28 08:02:00,1.452235166282263e-08
2025-05-28 10:28:00,1.5914317630633414e-08
2025-05-28 10:43:00,3.208450314260134e-08
2025-05-28 11:01:00,2.2751836686912593e-08
2025-05-28 11:04:00,5.298520050235667e-08
2025-05-28 11:36:00,6.756338471461879e-08
2025-05-28 11:44:00,7.752591317269609e-08
2025-05-28 11:46:00,2.5267430542617404e-08
2025-05-28 11:49:00,3.962935210066284e-08
2025-05-28 12:14:00,7.940346970038974e-08
2025-05-28 12:37:00,2.5625434427276372e-08
2025-05-28 12:43:00,5.794791730460795e-08
2025-05-28 12:53:00,1.0186323865232589e-07
2025-05-28 12:56:00,6.057945067531358e-08
2025-05-28 13:02:00,3.941186638460431e-08
2025-05-28 13:11:00,2.0438772731936743e-08
2025-05-28 13:16:00,6.597500786592823e-08
2025-05-28 13:21:00,8.60297653810644e-08
2025-05-28 13:47:00,2.0280206257692986e-08
2025-05-28 13:48:00,2.025056779464008e-08
2025-05-28 14:28:00,3.381858284158259e-08
2025-05-28 15:16:00,1.874339911929169e-07
2025-05-28 16:52:00,1.0572380640647052e-08
2025-05-28 16:53:00,9.019006909071456e-08
2025-05-28 16:54:00,9.01899313761391e-08
2025-05-28 18:06:00,2.121263897770559e-08
2025-05-28 19:01:00,2.3333629570693663e-08
2025-05-28 19:24:00,3.685324506664538e-08
2025-05-28 19:49:00,3.029187509248455e-08
2025-05-28 20:49:00,9.012997175988007e-08
2025-05-28 20:50:00,9.012994984810246e-08
2025-05-28 20:51:00,4.9692328695280865e-08
2025-05-29 10:04:00,1.1881554108412025e-08
2025-05-29 10:34:00,3.2060925770949525e-07
2025-05-29 10:52:00,2.7072190177292274e-08
2025-05-30 17:33:00,1.0470920936229025e-08
2025-05-30 18:07:00,2.61137706977729e-08
2025-05-30 18:58:00,2.5272250490496027e-08
2025-05-30 21:38:00,5.973641911531543e-08
2025-05-31 09:42:00,3.107322322303213e-08
2025-05-31 09:56:00,1.6452069517645385e-08
2025-05-31 11:28:00,1.4375862612499429e-08
2025-05-31 13:05:00,1.4245320600752924e-08
2025-05-31 13:13:00,2.0351522805674313e-08
2025-05-31 13:57:00,2.720419166033594e-08
2025-05-31 13:59:00,1.514748627584604e-08
2025-05-31 14:13:00,1.905281021130058e-08
2025-05-31 14:36:00,1.271358679667761e-07
2025-05-31 14:37:00,1.2713502881748725e-07
2025-05-31 14:39:00,1.7877334562189743e-07
2025-05-31 14:46:00,5.950480303255499e-09
2025-05-31 14:54:00,1.6089403933004898e-08
2025-05-31 14:59:00,7.339545234298173e-08
2025-05-31 15:00:00,2.5852669714603026e-08
2025-05-31 15:10:00,1.9956827947621034e-08
2025-05-31 15:12:00,2.8561569851567243e-08
2025-05-31 15:13:00,3.116560383911972e-08
2025-05-31 15:15:00,1.4869128774909692e-08
2025-05-31 15:17:00,2.4179169414198944e-08
2025-05-31 15:20:00,2.1615951752320073e-08
2025-05-31 15:21:00,8.916571325497675e-08
2025-05-31 15:22:00,8.916657463612685e-08
2025-05-31 15:42:00,4.110632319039935e-08
2025-05-31 15:51:00,6.806291697796967e-08
2025-05-31 16:18:00,2.0098007658722632e-08
2025-05-31 17:30:00,2.6410495810841633e-07
2025-05-31 17:40:00,2.2790749605163534e-08
2025-05-31 18:34:00,1.8492505246281513e-08
2025-05-31 19:35:00,4.1115449026034394e-08
2025-05-31 19:36:00,4.9842589503439104e-08
2025-05-31 19:47:00,2.921205933841598e-08
